doctor_id,first_name,last_name,gender,yyyy,mm,dd,accepting_patients,specialty_id,ethnicity_id,experience_years,qualifications,phone
11100612,Jose,Campbell,M,1969,10,19,1,10167,110024,3,MBBS,(344) 911-6074
11100613,Eva,Sharp,F,1976,3,10,1,10161,110009,42,MD,(558) 525-5093
11100614,Sachiko,Mangum,F,1965,3,26,1,10143,110026,10,MBBS,(483) 261-1174
11100615,Oscar,Lucas,M,1971,5,6,1,10152,110029,17,MBBS,(823) 711-5533
11100616,Anton,Rickman,M,1954,2,21,1,10122,110042,35,MD,(692) 539-5988
11100617,Clifford,Webster,M,1960,8,22,1,10137,110008,33,MD,(819) 802-9240
11100618,Leona,Rogers,F,1966,7,7,1,10116,110012,17,MBBS,(849) 229-8654
11100619,Elizabeth,Butler,F,1944,11,26,1,10124,110049,9,MBBS,(497) 290-0067
11100620,Rueben,Bess,M,1984,8,23,1,10107,110063,8,MBBS,(488) 757-5180
11100621,Candice,Patterson,F,1980,7,18,1,10145,110039,11,MBBS,(317) 524-9285
11100622,Izola,Tagg,F,1963,4,20,1,10145,110058,17,MBBS,(347) 681-7227
11100623,Floyd,Rodriguez,M,1969,5,8,1,10142,110046,39,MD,(833) 675-9960
11100624,Dorothy,Lewis,F,1974,6,24,1,10102,110061,14,MBBS,(564) 893-4617
11100625,Inga,Ashmore,F,1941,3,21,1,10149,110049,13,MBBS,(712) 568-3076
11100626,Rudolf,Boehm,M,1956,3,2,1,10112,110063,7,MBBS,(263) 299-9421
11100627,Monroe,Gold,M,1958,3,21,1,10123,110059,2,MBBS,(927) 311-3454
11100628,Donna,Thompson,F,1943,12,26,1,10172,110043,6,MBBS,(236) 769-4184
11100629,Josie,Duncan,F,1970,6,13,1,10152,110005,11,MBBS,(643) 859-7798
11100630,Hollis,Enos,M,1947,8,28,1,10110,110060,25,MS,(901) 384-3493
11100631,Steven,Robinson,M,1981,3,4,1,10158,110029,26,MD,(206) 695-4022
11100632,Darrell,Alvarado,M,1966,3,19,1,10149,110007,7,MBBS,(553) 548-1272
11100633,Janet,Jones,F,1960,2,17,1,10166,110041,16,MBBS,(458) 711-7617
11100634,Naomi,Oliver,F,1984,10,1,1,10172,110046,26,MD,(906) 210-7334
11100635,Gerald,Shelton,M,1977,5,28,1,10138,110014,17,MBBS,(735) 401-5481
11100636,Meghan,Mcgee,F,1961,6,5,1,10136,110003,26,MD,(334) 459-6708
11100637,Janelle,Fine,F,1949,7,1,1,10107,110037,4,MBBS,(418) 352-7098
11100638,Samatha,Maher,F,1983,8,2,1,10181,110058,17,MBBS,(444) 365-2248
11100639,Jonathan,Wagner,M,1982,2,27,1,10125,110060,1,MBBS,(977) 571-0956
11100640,Elmer,Larson,M,1961,2,6,1,10135,110046,19,MBBS,(264) 210-3658
11100641,Celinda,Edmonds,F,1940,3,25,1,10106,110063,41,MD,(665) 775-9506
11100642,Antoine,Burchett,M,1970,5,23,1,10122,110017,17,MBBS,(334) 688-5246
11100643,Brooke,Summers,F,1971,12,14,1,10170,110008,4,MBBS,(267) 826-6371
11100644,Tien,Lovejoy,F,1984,6,1,1,10152,110066,28,MD,(263) 837-1110
11100645,Claudette,Erwin,F,1947,3,11,0,10168,110043,7,MBBS,(467) 418-0004
11100646,Raul,Bell,M,1943,5,21,1,10128,110049,6,MBBS,(972) 525-3701
11100647,Amber,Gonzales,F,1980,1,23,1,10103,110058,45,MD,(566) 304-7218
11100648,Eric,Thompson,M,1960,2,11,1,10117,110035,35,MD,(791) 810-6176
11100649,David,Lopez,M,1958,3,24,1,10120,110020,15,MBBS,(445) 932-9561
11100650,Philip,Benjamin,M,1956,7,5,1,10128,110030,48,MD,(926) 370-7478
11100651,Rhoda,Nagy,F,1940,5,7,1,10109,110038,21,MD,(504) 888-6982
11100652,Jonathan,Ramirez,M,1949,6,4,1,10129,110014,6,MBBS,(612) 741-3192
11100653,Jerold,Moreau,M,1975,10,14,1,10121,110055,39,MS,(304) 274-6149
11100654,Wilfred,Norman,M,1950,1,11,1,10109,110010,40,MS,(773) 593-4352
11100655,Teresa,Price,F,1951,6,9,1,10177,110030,45,MD,(955) 889-2463
11100656,Emmanuel,Conners,M,1964,6,21,1,10102,110061,40,MD,(544) 360-3590
11100657,Grover,Townsend,M,1940,10,15,1,10121,110028,29,MD,(903) 681-8850
11100658,Edgardo,Sell,M,1943,1,12,1,10144,110002,6,MBBS,(685) 452-5558
11100659,Jason,Coleman,M,1967,7,14,1,10108,110028,15,MBBS,(465) 752-5979
11100660,Chong,Edmonds,M,1982,8,5,1,10178,110002,19,MBBS,(523) 563-0603
11100661,Dorothy,Colon,F,1941,5,15,1,10163,110057,18,MBBS,(482) 433-0146
11100662,Danial,Morin,M,1949,4,17,1,10134,110017,27,MD,(616) 844-2940
11100663,Nicki,Wolff,F,1952,1,3,1,10135,110065,18,MBBS,(587) 797-7815
11100664,Josef,Alderman,M,1946,10,9,1,10106,110006,43,MD,(664) 602-4237
11100665,Glen,Dunn,M,1967,6,12,1,10174,110062,37,MD,(592) 721-5053
11100666,Steve,Jara,M,1949,6,11,1,10137,110007,24,MD,(504) 718-4636
11100667,Joey,Wilson,M,1947,7,17,1,10167,110050,35,MS,(795) 523-2045
11100668,Tammy,Brown,F,1955,6,1,0,10127,110023,22,MD,(976) 492-6334
11100669,Geoffrey,Nelson,M,1983,9,20,1,10118,110006,27,MD,(853) 290-1382
11100670,Sheila,Jackson,F,1955,3,7,1,10115,110040,37,MD,(679) 981-9672
11100671,Rosanne,Brunham,F,1969,1,12,1,10119,110062,17,MBBS,(463) 970-8951
11100672,Dante,Chestnut,M,1979,4,27,1,10183,110038,8,MBBS,(363) 760-3155
11100673,Frances,Bennett,F,1974,10,3,1,10122,110019,40,MD,(476) 387-3767
11100674,Roger,Torres,M,1977,12,20,1,10108,110034,27,MD,(410) 508-3710
11100675,Mariano,Mckinley,M,1964,10,25,1,10152,110058,37,MD,(700) 769-9022
11100676,Shane,Moreno,M,1987,12,12,1,10119,110041,21,MD,(886) 732-4182
11100677,Peter,Morgan,M,1988,11,13,1,10179,110062,41,MD,(822) 443-5555
11100678,Deon,Beal,M,1987,3,2,1,10125,110023,9,MBBS,(882) 630-0703
11100679,Jill,Floyd,F,1943,10,9,1,10172,110027,30,MD,(591) 750-6428
11100680,Bella,Bergstrom,F,1980,4,27,1,10130,110001,6,MBBS,(427) 936-1222
11100681,Deangelo,Jernigan,M,1976,4,15,1,10102,110024,35,MD,(479) 719-6405
11100682,Tyrone,Cook,M,1965,6,20,1,10115,110055,8,MBBS,(295) 887-0728
11100683,Vincenzo,Timmons,M,1977,12,12,1,10167,110025,26,MD,(985) 919-3823
11100684,Doris,Gray,F,1982,8,3,1,10115,110046,6,MBBS,(683) 524-0025
11100685,Christian,Sims,M,1972,7,9,1,10105,110053,34,MD,(336) 650-8613
11100686,Lang,Griggs,F,1971,5,22,1,10175,110022,6,MBBS,(982) 593-0773
11100687,Vito,Lindgren,M,1943,4,5,0,10170,110023,2,MBBS,(983) 741-2263
11100688,Martha,Fisher,F,1954,4,23,1,10130,110039,8,MBBS,(301) 349-8099
11100689,Eugenia,Barnes,F,1969,8,4,1,10166,110036,5,MBBS,(951) 521-1425
11100690,Janet,Wallace,F,1947,9,27,1,10158,110001,9,MBBS,(915) 307-0910
11100691,Jessie,Cummings,F,1982,8,13,1,10111,110017,24,MD,(637) 497-7693
11100692,Tracy,Francis,M,1972,12,25,1,10108,110022,43,MD,(800) 951-9733
11100693,Joey,Peterson,M,1966,8,16,1,10131,110049,10,MBBS,(899) 319-5942
11100694,Millie,Spruill,F,1982,9,9,1,10123,110015,35,MD,(935) 202-0682
11100695,Lyman,Crenshaw,M,1969,6,19,1,10132,110015,45,MD,(914) 855-6971
11100696,Krista,Cohen,F,1971,11,4,1,10164,110057,13,MBBS,(647) 534-2358
11100697,Ira,Delacruz,F,1971,12,10,1,10117,110047,6,MBBS,(313) 358-2247
11100698,Amber,Foster,F,1963,9,7,1,10127,110029,12,MBBS,(613) 765-2709
11100699,Rubin,Haskins,M,1944,9,19,1,10168,110001,19,MBBS,(315) 349-0696
11100700,Janet,Turner,F,1956,6,14,1,10173,110029,14,MBBS,(536) 744-5172
11100701,Sarah,Diaz,F,1941,6,6,1,10110,110018,13,MBBS,(876) 943-3735
11100702,Luciano,Ferrer,M,1962,2,11,1,10112,110035,12,MBBS,(459) 581-9681
11100703,Conrad,Barton,M,1976,10,11,1,10143,110034,46,MS,(648) 351-6855
11100704,Maria,Huff,F,1984,7,11,1,10137,110024,12,MBBS,(641) 270-5576
11100705,Harold,Alexander,M,1943,8,22,1,10127,110005,3,MBBS,(976) 751-7833
11100706,Forrest,Abbott,M,1966,1,22,1,10118,110048,16,MBBS,(938) 852-3653
11100707,Latosha,Sedillo,F,1988,1,20,1,10153,110050,46,MD,(468) 852-5528
11100708,Hugh,Carter,M,1944,4,15,1,10127,110018,27,MD,(419) 887-5764
11100709,Ronald,Battiata,M,1972,2,15,1,10121,110017,32,MS,(371) 372-0542
11100710,Ardelle,Cowart,F,1959,10,27,1,10103,110060,7,MBBS,(226) 511-2392
11100711,Myles,Haller,M,1962,9,11,1,10156,110005,6,MBBS,(426) 856-9207
11100712,Loise,Matteson,F,1943,9,4,1,10105,110010,12,MBBS,(843) 708-1776
11100713,Rose,Morris,F,1944,1,13,1,10165,110040,28,MD,(329) 892-5894
11100714,Lurlene,Mcqueen,F,1962,10,15,1,10105,110062,20,MBBS,(987) 565-9188
11100715,Cyril,Rosenbaum,M,1976,12,4,1,10131,110018,25,MD,(703) 395-3124
11100716,Kayla,Grant,F,1956,3,17,1,10114,110030,17,MBBS,(672) 639-9932
11100717,Dong,Gleason,M,1957,6,11,1,10148,110004,36,MD,(666) 963-0476
11100718,Monique,Pierce,F,1983,8,26,1,10149,110032,23,MD,(632) 910-3870
11100719,Calandra,Ivy,F,1945,2,28,0,10117,110046,30,MD,(281) 891-3268
11100720,Thad,Knoll,M,1943,2,11,1,10128,110009,3,MBBS,(666) 390-4167
11100721,Phyllis,Brooks,F,1982,1,20,1,10108,110029,30,MD,(416) 335-4876
11100722,Hedwig,Hawks,F,1940,12,13,0,10181,110025,21,MD,(860) 616-9344
11100723,Dawn,Houston,F,1959,9,4,1,10161,110021,10,MBBS,(847) 628-9544
11100724,John,Adams,M,1988,10,3,1,10149,110008,33,MD,(223) 363-6180
11100725,Tomasa,Zepeda,F,1962,1,18,1,10105,110066,48,MD,(764) 277-5613
11100726,Rocky,Salas,M,1945,3,6,1,10143,110013,12,MBBS,(478) 407-4896
11100727,Brandon,Young,M,1961,2,23,1,10118,110048,7,MBBS,(377) 402-0228
11100728,Herman,Gross,M,1989,6,4,1,10116,110062,13,MBBS,(414) 588-2400
11100729,Candace,Sullivan,F,1973,3,20,1,10125,110030,11,MBBS,(681) 788-1853
11100730,Wm,Valdez,M,1966,7,13,1,10148,110027,45,MD,(845) 684-4963
11100731,Annie,Washington,F,1955,2,14,1,10105,110051,15,MBBS,(373) 489-9264
11100732,Tina,Anderson,F,1983,12,27,1,10166,110064,29,MD,(468) 249-0442
11100733,Angel,Santos,M,1942,11,8,1,10154,110064,37,MD,(954) 627-1641
11100734,Lindsey,Green,F,1981,2,17,1,10153,110027,45,MD,(782) 990-3026
11100735,Keva,Ahrens,F,1982,7,14,1,10137,110038,33,MD,(252) 957-3393
11100736,Harris,Prather,M,1961,3,19,0,10129,110051,27,MD,(680) 376-1341
11100737,Waylon,Eagle,M,1987,7,4,1,10151,110016,9,MBBS,(588) 510-1998
11100738,Jennifer,Cox,F,1977,2,4,1,10132,110017,11,MBBS,(555) 978-2961
11100739,Enola,Heath,F,1970,1,27,1,10166,110054,3,MBBS,(955) 479-6798
11100740,Jane,Martinez,F,1962,1,9,1,10150,110005,19,MBBS,(866) 555-9199
11100741,Wilbert,Mullins,M,1980,9,24,1,10106,110014,7,MBBS,(563) 788-3294
11100742,Elva,Parsons,F,1963,3,8,1,10117,110048,23,MD,(784) 489-9874
11100743,Marilyn,Perez,F,1953,6,11,1,10177,110023,3,MBBS,(953) 875-6582
11100744,Rodger,Shackelford,M,1946,1,10,1,10128,110054,31,MD,(810) 355-1757
11100745,Rebecca,Ramirez,F,1975,1,14,1,10133,110026,20,MBBS,(676) 599-9439
11100746,Natalie,Lyons,F,1982,6,6,1,10161,110049,24,MD,(838) 990-1111
11100747,Wilton,Steward,M,1947,9,2,1,10131,110036,8,MBBS,(229) 238-2629
11100748,Terrell,Barrett,M,1963,11,3,1,10114,110048,36,MD,(737) 585-9476
11100749,Theresa,Robinson,F,1988,3,9,1,10152,110061,48,MD,(204) 727-5922
11100750,Neville,Domingo,M,1941,11,28,1,10135,110051,21,MD,(789) 676-8058
11100751,Martha,Morgan,F,1988,11,22,1,10142,110065,4,MBBS,(614) 721-8758
11100752,Jacqueline,Cox,F,1941,9,21,1,10182,110043,10,MBBS,(532) 278-1640
11100753,Deanna,Manning,F,1982,12,27,1,10105,110049,4,MBBS,(844) 661-4905
11100754,Mark,Gray,M,1968,3,4,1,10106,110062,4,MBBS,(431) 994-7603
11100755,Patricia,Hernandez,F,1940,8,23,0,10135,110066,14,MBBS,(288) 246-3077
11100756,Wilbur,Vega,M,1960,7,19,1,10130,110045,4,MBBS,(478) 680-5113
11100757,Edmund,Ball,M,1943,7,13,1,10123,110062,32,MD,(457) 668-8675
11100758,Julia,Barnett,F,1956,3,11,1,10108,110056,23,MD,(298) 910-6716
11100759,Allison,Steele,F,1987,10,7,1,10146,110012,8,MBBS,(763) 830-5629
11100760,Edward,Oliver,M,1986,10,16,1,10129,110005,39,MD,(664) 924-5373
11100761,Gloria,Wood,F,1952,10,15,1,10117,110027,43,MD,(296) 478-1835
11100762,Denise,Mclaughlin,F,1976,6,14,1,10172,110011,10,MBBS,(583) 636-2769
11100763,Damien,Esparza,M,1942,8,24,1,10134,110062,35,MD,(256) 854-8145
11100764,Lynette,Rios,F,1945,1,22,1,10137,110057,35,MD,(265) 429-4261
11100765,Donn,Reeder,M,1988,7,14,1,10108,110025,8,MBBS,(288) 653-9385
11100766,Rossie,Thurston,F,1959,1,8,1,10113,110026,3,MBBS,(292) 279-9253
11100767,Helen,Jones,F,1987,2,4,1,10116,110050,27,MD,(380) 964-0993
11100768,Cedric,Harris,M,1948,10,14,1,10150,110039,9,MBBS,(712) 880-7992
11100769,Randall,Ingram,M,1962,7,12,1,10132,110007,39,MD,(851) 698-3015
11100770,Terry,Houston,F,1972,11,24,1,10168,110055,1,MBBS,(494) 226-9785
11100771,Brenda,Morgan,F,1947,8,22,1,10149,110064,11,MBBS,(844) 517-9761
11100772,Joan,Jackson,F,1958,10,1,1,10120,110025,29,MD,(838) 642-9935
11100773,Abel,Hall,M,1958,2,27,0,10146,110032,30,MD,(859) 748-6885
11100774,Tamiko,Keith,F,1942,2,1,1,10101,110052,36,MD,(606) 708-8520
11100775,Audrey,James,F,1980,2,11,1,10177,110058,1,MBBS,(284) 788-8032
11100776,Gail,Downey,M,1962,11,18,1,10114,110064,1,MBBS,(256) 695-3231
11100777,Anthony,Armstrong,M,1981,2,14,1,10111,110003,25,MD,(467) 751-7459
11100778,Rufus,Bryan,M,1969,8,24,1,10137,110026,40,MD,(954) 492-1538
11100779,Chad,Wallace,M,1943,10,18,1,10114,110025,12,MBBS,(441) 755-2849
11100780,Clay,Valdez,M,1973,4,17,0,10168,110030,8,MBBS,(679) 845-9415
11100781,Marlene,Hernandez,F,1969,10,21,1,10120,110049,10,MBBS,(959) 599-4569
11100782,Ruth,Reed,F,1971,10,5,1,10109,110006,4,MBBS,(786) 353-3821
11100783,Herman,Brady,M,1965,9,6,1,10136,110012,37,MD,(918) 963-9022
11100784,Darla,Glover,F,1942,11,12,1,10175,110063,40,MD,(839) 813-3449
11100785,Cynthia,Harris,F,1950,12,18,1,10142,110004,41,MD,(747) 614-5666
11100786,Lacey,Span,F,1982,9,20,1,10139,110029,19,MBBS,(770) 531-0705
11100787,Morris,Todd,M,1961,4,20,1,10113,110053,5,MBBS,(259) 691-8513
11100788,Jody,Garner,F,1955,11,3,1,10171,110006,2,MBBS,(556) 960-4484
11100789,Sara,James,F,1966,8,21,0,10180,110008,42,MS,(373) 777-7964
11100790,Robyn,Craig,F,1941,7,1,1,10182,110018,4,MBBS,(441) 601-6146
11100791,Emily,Gonzales,F,1951,6,15,0,10113,110004,11,MBBS,(350) 292-4235
11100792,Bruce,Roberts,M,1989,7,28,1,10101,110043,9,MBBS,(518) 779-4889
11100793,Rubin,Aiken,M,1943,9,10,1,10102,110043,27,MD,(545) 355-6873
11100794,Roma,Mears,F,1974,12,4,1,10106,110058,28,MD,(283) 408-9859
11100795,Annamarie,Casper,F,1940,8,27,1,10170,110027,8,MBBS,(251) 672-0729
11100796,Gregorio,Henshaw,M,1944,10,20,1,10168,110038,16,MBBS,(680) 519-7985
11100797,Todd,Russell,M,1980,6,15,1,10183,110016,35,MS,(924) 892-9643
11100798,Albert,Perry,M,1946,7,3,1,10117,110010,3,MBBS,(397) 861-4960
11100799,Rolf,Starr,M,1967,4,5,1,10146,110029,14,MBBS,(897) 786-7650
11100800,Thurman,Osborne,M,1979,1,11,1,10102,110059,7,MBBS,(568) 990-3799
11100801,Willie,Wells,F,1954,12,15,1,10156,110048,41,MD,(341) 668-2515
11100802,Nina,Paul,F,1946,5,2,1,10146,110010,26,MD,(755) 814-8217
11100803,Diana,Nelson,F,1963,7,24,1,10174,110004,7,MBBS,(743) 874-3953
11100804,Dian,Lauderdale,F,1948,4,21,1,10160,110027,19,MBBS,(849) 766-9731
11100805,Jack,Wilson,M,1955,7,13,1,10171,110001,16,MBBS,(322) 457-1274
11100806,Shaquita,Stapleton,F,1947,11,19,1,10161,110012,17,MBBS,(574) 369-2298
11100807,Rosann,Amos,F,1964,1,9,1,10123,110014,38,MD,(716) 673-4440
11100808,Lupe,Medina,F,1941,11,27,1,10124,110023,36,MD,(954) 834-1760
11100809,Vada,Pritchett,F,1967,5,12,1,10129,110037,1,MBBS,(588) 697-6197
11100810,Raymond,Turner,M,1949,5,24,1,10136,110056,38,MD,(822) 403-9280
11100811,Virgilio,Trimble,M,1972,10,19,1,10102,110062,21,MD,(390) 703-6963
11100812,Lorraine,Gibbs,F,1943,6,11,1,10169,110054,13,MBBS,(284) 282-9858
11100813,Erwin,Pannell,M,1963,9,18,1,10118,110062,15,MBBS,(424) 446-1167
11100814,Bonnie,Wright,F,1969,2,27,1,10164,110066,17,MBBS,(270) 902-9900
11100815,Catherine,Sanchez,F,1962,12,1,1,10175,110006,11,MBBS,(519) 442-9012
11100816,Larry,Huff,M,1973,3,20,1,10115,110012,3,MBBS,(377) 766-8074
11100817,Douglas,Taylor,M,1979,1,23,1,10116,110030,16,MBBS,(768) 478-1808
11100818,Sung,Fulton,M,1985,5,18,1,10171,110003,40,MD,(401) 820-0196
11100819,Brady,Tarver,M,1982,1,7,1,10177,110061,6,MBBS,(766) 646-5760
11100820,Andrea,Lopez,F,1971,3,25,1,10145,110043,23,MD,(416) 814-4376
11100821,Amanda,Mitchell,F,1967,9,11,1,10117,110042,42,MD,(682) 858-1486
11100822,Peter,Patterson,M,1966,9,7,0,10121,110032,46,MS,(572) 618-5425
11100823,Ninfa,Ragsdale,F,1946,2,17,1,10180,110049,31,MS,(276) 533-3188
11100824,Juan,Hughes,M,1954,11,6,1,10171,110003,13,MBBS,(983) 562-6175
11100825,Aurora,Regan,F,1945,6,14,1,10178,110058,37,MD,(275) 613-5940
11100826,Manda,Guess,F,1982,2,16,1,10181,110026,18,MBBS,(220) 728-0727
11100827,Ernest,Hill,M,1945,2,11,0,10159,110029,48,MD,(386) 770-7925
11100828,Isidro,Kiefer,M,1946,8,21,1,10111,110052,3,MBBS,(824) 251-4916
11100829,Carrie,Fisher,F,1988,1,2,1,10106,110032,6,MBBS,(785) 594-8874
11100830,Catherine,Harris,F,1975,11,21,1,10166,110055,49,MD,(465) 945-4215
11100831,Tyrone,Thornton,M,1940,11,22,1,10146,110029,41,MD,(692) 718-4356
11100832,Carlo,Silvers,M,1964,10,12,1,10111,110045,13,MBBS,(916) 482-7090
11100833,Harrison,Jefferies,M,1975,7,7,1,10150,110062,2,MBBS,(406) 659-4508
11100834,Ofelia,Temple,F,1962,3,20,1,10173,110005,44,MD,(418) 263-1862
11100835,Beverly,Miller,F,1959,6,26,1,10151,110027,43,MD,(395) 884-7115
11100836,Michelle,Nelson,F,1970,3,3,1,10123,110006,19,MBBS,(303) 252-3620
11100837,Sandra,Henderson,F,1962,9,4,1,10139,110045,45,MD,(310) 394-4832
11100838,Rickey,Herrera,M,1987,8,14,1,10101,110043,10,MBBS,(528) 428-6194
11100839,Roberto,Figueroa,M,1947,8,2,1,10152,110008,48,MD,(857) 568-6296
11100840,Vicki,Manning,F,1977,7,8,1,10162,110003,15,MBBS,(298) 687-7230
11100841,Marcela,Grey,F,1987,2,17,1,10116,110043,11,MBBS,(321) 968-2464
11100842,Carl,Martin,M,1989,1,9,1,10161,110040,13,MBBS,(220) 423-5046
11100843,Arlie,Snow,F,1963,6,12,1,10168,110010,32,MD,(809) 906-2215
11100844,Toby,Higdon,F,1963,5,5,1,10155,110018,50,MD,(405) 577-8070
11100845,David,Donsker,M,1972,5,19,1,10162,110002,45,MD,(392) 802-8655
11100846,Gina,Gomez,F,1980,1,27,1,10163,110065,24,MD,(931) 587-6682
11100847,Kathleen,Griffin,F,1987,8,18,1,10147,110066,26,MD,(810) 889-3764
11100848,Shelley,Holland,F,1958,1,1,1,10178,110060,7,MBBS,(926) 503-8116
11100849,Charlotte,Adams,F,1967,1,22,1,10147,110035,6,MBBS,(554) 754-7577
11100850,Gloria,Ward,F,1963,10,11,1,10111,110013,24,MD,(819) 810-5132
11100851,Jan,Slezak,M,1976,3,5,1,10176,110001,38,MD,(769) 876-9648
11100852,Cinderella,Lauer,F,1962,11,19,1,10132,110008,30,MD,(659) 708-2525
11100853,Breanna,Lehmann,F,1974,11,13,1,10146,110056,34,MD,(427) 340-5511
11100854,Mitchel,Keener,M,1955,4,27,1,10167,110012,22,MD,(371) 829-4541
11100855,Viola,Tran,F,1967,7,13,1,10125,110037,35,MD,(940) 655-9501
11100856,Richie,Robison,M,1985,1,24,1,10104,110025,31,MD,(259) 318-1113
11100857,Jason,Hicks,M,1979,11,28,1,10146,110031,11,MBBS,(888) 255-7671
11100858,Andrew,Green,M,1952,8,13,1,10102,110022,25,MD,(842) 292-2484
11100859,Rod,Chaney,M,1970,1,14,1,10125,110012,11,MBBS,(467) 601-1420
11100860,Jessica,Jackson,F,1983,4,10,1,10182,110049,17,MBBS,(400) 890-3142
11100861,Diana,Hughes,F,1955,3,23,1,10108,110054,34,MD,(736) 339-7839
11100862,Richard,Foster,M,1974,4,22,1,10160,110007,11,MBBS,(852) 504-0949
11100863,Sammy,Swanson,M,1950,4,12,1,10174,110063,27,MD,(648) 858-0072
11100864,Judy,Gray,F,1958,10,15,1,10126,110035,40,MD,(247) 257-2609
11100865,Micheal,Garrett,M,1988,3,3,1,10175,110062,5,MBBS,(875) 217-2816
11100866,Evangelina,Stpierre,F,1960,6,14,1,10115,110042,6,MBBS,(760) 781-8901
11100867,Vaughn,Neff,M,1954,12,11,1,10141,110059,2,MBBS,(424) 833-7525
11100868,Billy,Hill,M,1950,9,18,1,10133,110040,26,MD,(216) 850-9034
11100869,Wayne,Lawrence,M,1980,2,7,1,10107,110011,18,MBBS,(957) 768-6068
11100870,Ashley,Edwards,F,1946,8,21,1,10121,110008,34,MS,(604) 620-7044
11100871,Julius,Buchanan,M,1958,12,13,1,10110,110059,4,MBBS,(685) 736-5999
11100872,Gayle,Dennis,F,1973,2,21,1,10149,110056,8,MBBS,(868) 659-3325
11100873,George,Marsh,M,1974,12,27,1,10180,110022,20,MBBS,(404) 819-6671
11100874,Rachel,Patterson,F,1982,8,4,1,10159,110009,43,MD,(931) 298-3667
11100875,Susan,Edwards,F,1941,11,17,1,10121,110048,24,MD,(994) 925-0986
11100876,Evelyn,Gonzales,F,1950,9,17,1,10164,110044,34,MD,(656) 584-9614
11100877,Alice,Lee,F,1986,9,10,0,10120,110057,25,MD,(756) 958-6215
11100878,Frank,Long,M,1980,10,15,1,10154,110017,38,MD,(435) 788-5969
11100879,Jessica,Adams,F,1976,5,2,0,10133,110038,9,MBBS,(313) 449-9665
11100880,Julia,Martinez,F,1985,9,4,1,10102,110045,11,MBBS,(512) 771-7527
11100881,Yoshiko,Flannery,F,1961,10,19,1,10143,110057,20,MBBS,(877) 821-9101
11100882,Arnetta,Falcon,F,1970,11,23,1,10113,110003,38,MD,(685) 957-3251
11100883,Bobby,Brooks,M,1951,1,5,1,10137,110014,4,MBBS,(993) 215-0868
11100884,Katherina,Venegas,F,1952,12,28,1,10136,110031,21,MD,(279) 666-9974
11100885,Ruby,Wheeler,F,1961,8,4,1,10117,110066,2,MBBS,(599) 709-0096
11100886,Isabelle,Webster,F,1952,6,3,1,10156,110057,4,MBBS,(231) 947-9726
11100887,Fred,Patton,M,1974,1,27,1,10133,110024,38,MD,(305) 997-2638
11100888,Maggie,Rodgers,F,1976,10,16,1,10180,110042,13,MBBS,(611) 859-6763
11100889,Arnold,Fleming,M,1959,7,12,1,10117,110020,13,MBBS,(401) 671-8575
11100890,Abdul,Reagan,M,1977,2,7,1,10148,110057,18,MBBS,(250) 918-0665
11100891,Ruth,Butler,F,1967,11,18,0,10120,110057,37,MD,(909) 435-2999
11100892,Britt,Bayer,M,1954,4,6,1,10160,110025,19,MBBS,(523) 995-2331
11100893,Kermit,Drummond,M,1950,5,13,1,10173,110032,47,MD,(995) 863-8060
11100894,Lilly,Cohn,F,1956,12,15,1,10116,110011,28,MD,(800) 600-3669
11100895,Walker,Palacios,M,1953,12,24,1,10128,110053,35,MD,(647) 579-4516
11100896,Lise,Carswell,F,1969,5,16,1,10130,110053,38,MD,(323) 566-7769
11100897,Anne,Reed,F,1977,3,15,1,10173,110016,24,MD,(831) 371-5476
11100898,Gregorio,Cantu,M,1953,2,8,1,10121,110052,36,MS,(378) 907-3438
11100899,Elza,Bunn,F,1975,7,20,0,10159,110046,11,MBBS,(937) 939-4057
11100900,Christie,Harmon,F,1958,2,5,1,10153,110038,44,MD,(424) 487-8542
11100901,Andrew,Bryant,M,1970,11,22,1,10124,110001,13,MBBS,(642) 933-1973
11100902,Lee,Ortiz,M,1989,12,25,1,10163,110025,33,MD,(923) 760-4577
11100903,Gail,King,F,1964,9,8,1,10156,110061,19,MBBS,(497) 816-7940
11100904,Jerrod,Kowalski,M,1971,1,8,1,10105,110003,4,MBBS,(525) 671-6989
11100905,Edmundo,Mccormack,M,1984,5,16,1,10162,110007,31,MD,(729) 530-0276
11100906,Mabel,Park,F,1957,4,11,1,10176,110058,19,MBBS,(854) 608-3778
11100907,Jeremiah,Torres,M,1950,11,20,1,10104,110003,47,MD,(220) 858-4999
11100908,Bud,Doran,M,1950,2,19,0,10106,110035,2,MBBS,(461) 862-3848
11100909,Constance,Gregory,F,1954,2,5,1,10152,110025,10,MBBS,(800) 454-9695
11100910,Ann,Bell,F,1962,7,23,1,10162,110011,26,MD,(440) 689-2008
11100911,Ruby,Lopez,F,1989,7,2,1,10116,110021,17,MBBS,(542) 865-1432
11100912,Lillie,Mcdaniel,F,1983,12,6,1,10110,110016,16,MBBS,(874) 720-8822
11100913,Cheryl,Lee,F,1953,11,10,1,10178,110013,17,MBBS,(225) 335-5375
11100914,Dario,Michaels,M,1986,12,26,1,10114,110038,33,MD,(689) 352-5667
11100915,Scott,Jackson,M,1946,5,11,1,10173,110019,25,MD,(827) 638-5150
11100916,Mckinley,Goss,M,1959,6,2,1,10132,110016,5,MBBS,(638) 923-6268
